chunk_id,document_id,section_id,section_title,chunk_index_in_section,chunk_text,risk_label,policy_labels,sector,split,pdf_file,page_start,page_end,bbox_json
TC_Abstract_JA_T1235_secVII_chunk0,TC_Abstract_JA_T1235,secVII,Environmental and Social Aspects,0,7.1 This TC does not have applicable requirements of the Bank's Environmental and Social Policy Framework (ESPF).,risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,TC Abstract JA-T1235.pdf,3,3,"[{""page"": 3, ""w"": 595.3, ""h"": 841.89, ""rects"": [[375.99, 135.6, 425.52, 147.87], [493.66, 173.55, 522.94, 185.82], [121.83, 198.85, 154.5, 211.12], [101.05, 317.4, 235.45, 329.67], [101.05, 342.05, 498.77, 366.97]]}]"
HA_T1336_TC_Abstract_secI_chunk0,HA_T1336_TC_Abstract,secI,Basic Project Data,0,• Country/Region: HAITI/CID - Isthmus & DR • TC Name: Prioritization and Capacity Building to Re- build Access to Health • TC Number: HA-T1336 • Team Leader/Members: Emmanuelle Monin (SCL/HNP) Team Leader; Nicola Magri (SCL/SPL) Alternate Team Leader; Aurelie Flavy Gilles (CID/CID); Javier I.,no_risk,[],HEALTH,train,HA-T1336 - TC Abstract.pdf,1,1,"[{""page"": 1, ""w"": 595.32, ""h"": 841.92, ""rects"": [[92.22, 139.2, 494.23, 161.86], [92.22, 164.16, 318.68, 176.44], [77.7, 178.74, 523.25, 211.72], [77.7, 238.98, 429.24, 251.26], [348.18, 292.02, 374.18, 304.3], [324.66, 379.56, 353.14, 391.84], [322.68, 394.2, 400.7, 406.48]]}]"
HA_T1336_TC_Abstract_secI_chunk1,HA_T1336_TC_Abstract,secI,Basic Project Data,1,"Jimenez Mosquera (LEG/SGO); Isabel Delfs Ilieva (SCL/HNP) • Taxonomy: Operational Support • Number and name of operation supported by the TC: Rebuilding Access to Essential Health Services - HA-J0012 • Date of TC Abstract: 28 Feb 2025 • Beneficiary: Ministry of Public Health and Population (MSPP) • Executing Agency: INTER-AMERICAN DEVELOPMENT BANK • IDB funding requested: US$400,000.00 • Local counterpart funding: US$0.00 • Disbursement period: 30 months • Types of consultants: Individuals; Firms • Prepared by Unit: SCL/HNP - Health, Nutrition and Population Division • Unit of Disbursement Responsibility: CID/CHA - Country Office Haiti • TC included in Country Strategy (y/n): • TC included in CPD (y/n): No Yes • Alignment to the Update to the Institutional Strategy 2010- 2020: Social inclusion and equality; Institutional capacity and rule of law",no_risk,[],HEALTH,train,HA-T1336 - TC Abstract.pdf,1,1,"[{""page"": 1, ""w"": 595.32, ""h"": 841.92, ""rects"": [[77.7, 238.98, 514.28, 251.26], [77.7, 277.38, 328.15, 289.66], [77.7, 292.02, 470.7, 304.3], [77.7, 306.6, 452.72, 318.88], [77.7, 321.18, 169.63, 333.46], [77.7, 335.82, 181.62, 348.1], [77.7, 350.4, 523.3, 362.68], [77.7, 364.98, 347.69, 377.26], [77.7, 379.56, 485.69, 391.84], [77.7, 394.2, 400.7, 406.48]]}]"
HA_T1336_TC_Abstract_secII_chunk0,HA_T1336_TC_Abstract,secII,Objective and Justification,0,"2.1 The objective of the Technical Cooperation (TC) is to provide technical assistance for improving health service planning and strengthening institutional capacities in Haiti's health sector. Specifically, the TC will seek to: (i) update sector diagnostics to identify critical gaps and prioritize interventions; (ii) facilitate priority setting for integrated essential health services (PES); and (iii) strengthen local capacities for health governance, planning, and implementation. 2.2 Haiti has long faced chronic instability, exacerbated by natural disasters, widespread poverty and inequality, the COVID -19 pandemic, escalating violence linked to armed groups, and ongoing social and political unrest. These compounded factors have further deepened the country's fragility, straining its institutions and public services, gravely impacting access to healthcare and clean water and sanitation, among other services.",risk,"[""environmental_health_and_sanitation"", ""health_emergency_preparedness"", ""health_workforce_and_training""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,1,1,"[{""page"": 1, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.8, 493.78, 523.21, 559.41], [100.8, 563.02, 523.25, 628.65]]}]"
HA_T1336_TC_Abstract_secII_chunk1,HA_T1336_TC_Abstract,secII,Objective and Justification,1,"By February 2025, armed groups had gained control over increasingly large areas of the Port-au-Prince Metropolitan Area (M -PAP) and key roads, becoming the primary disruptor of service provision and exacerbating demand-side barriers to access. Additionally, the forcible return of approximately 200,000 Haitians, primarily from the Dominican Republic, along with the internally displaced Haitians of more than one million people - 55% of whom are women (both adults and children) and 52% are children- has placed an even greater strain on the country's already overwhelmed health services, especially in the Southern peninsula and boarder areas (North East, Center). Nearly 40 health institutions in the M -PaP have been vandalized and forced to shut down, while the remaining hospitals struggle to cope with overwhelming demand.",risk,"[""health_infrastructure_and_equipment""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,1,1,"[{""page"": 1, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.8, 626.27, 523.2, 755.14]]}]"
HA_T1336_TC_Abstract_secII_chunk2,HA_T1336_TC_Abstract,secII,Objective and Justification,2,"- 2 - Additionally, nearly 40% of medical personnel have left the country due to growing insecurity. 2.3 The provision of health services in Haiti depends on multiple actors, which poses challenges for the MSPP to effectively exercise its role in regulating and managing the health system. This includes identifying gaps, supporting the deployment of service provision, and supervising the quality of care, among other responsibilities. In this context, further analysis and studies are needed to strengthen health management. At the same time, there is an opportunity, as the MSPP has policies and strategies that are coherent and aligned with best practices. However, the main obstacle to their implementation lies in the availability of stable human and financial resources, as well as in the ability to effectively operationalize these policies.",risk,"[""primary_health_care_systems""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,2,2,"[{""page"": 2, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.8, 70.9, 523.15, 98.55], [100.8, 102.16, 523.21, 205.71]]}]"
HA_T1336_TC_Abstract_secII_chunk3,HA_T1336_TC_Abstract,secII,Objective and Justification,3,"2.4 This Technical Cooperation (TC) will contribute to the preparation of the HA -J0012 ""Rebuild Access to Essential Health Services"", the tentative objective of which is to improve access to the integrated package of essential services (PES) in priority departmental health networks. The HA -J0012 operation aims to mitigate the health impacts of Haiti's ongoing crises by supporting the interim government's priority on ""Economic recovery, infrastructure rehabilitation and food and health security"". It will focus on addressing the health and humanitarian needs of internally displaced people, sustaining public health programs, and initiating the rehabilitation of health facilities, aligning with the Ministry of Public Health and Population (MSPP) policies and strategies, such as the Community Health Strategic Plan 2020-2030 , the PES, integrated health network based on primary care, and the decentralization of health services through strengthening District Health Units (UAS).",risk,"[""mental_health_and_psychosocial_support"", ""primary_health_care_systems""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,2,2,"[{""page"": 2, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.8, 247.31, 523.24, 376.18]]}]"
HA_T1336_TC_Abstract_secII_chunk4,HA_T1336_TC_Abstract,secII,Objective and Justification,4,This TC will provide key initial assessments to prioritize interventions to be carried out under HA -J0012.,no_risk,[],HEALTH,train,HA-T1336 - TC Abstract.pdf,2,2,"[{""page"": 2, ""w"": 595.32, ""h"": 841.92, ""rects"": [[465.45, 361.19, 523.18, 376.18], [100.8, 373.85, 397.92, 388.84], [175.66, 449.08, 242.9, 464.07], [100.93, 474.35, 166.37, 489.34], [318.67, 487.01, 381.03, 502.0]]}]"
HA_T1336_TC_Abstract_secIII_chunk0,HA_T1336_TC_Abstract,secIII,Description of Activities and Outputs,0,"3.1 Component 1. Updated Sector diagnostics and evidence-based prioritization. Activities will include, in prioritized areas: (i) assessing the availability and accessibility of essential health services; (ii) updating health situation analysis (e.g. rapid supply and demand assessments, gaps in staffing, infrastructure, and supplies); and (iii) developing evidence-based recommendations for short-term and long-term interventions. The expected outcome is that MSPP central and local staff have identified relevant, prioritized and actionable interventions to improve access. 3.2 Component 2. Strengthened MSPP capacity to manage local health networks. The activities will include: (i) proposing operating guidelines for UAS and local health committees; (ii) guidelines for health situational analysis at the local level; and (iii) guidelines for the supervision of health provision (productivity, coverage, quality and cost) at the Department and District levels.",risk,"[""health_workforce_and_training""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,2,2,"[{""page"": 2, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.92, 423.76, 523.24, 502.0], [100.93, 505.49, 523.2, 558.58]]}]"
HA_T1336_TC_Abstract_secIII_chunk1,HA_T1336_TC_Abstract,secIII,Description of Activities and Outputs,1,The expected result of this component is to contribute to improve the decision-making process for health sector investments and capacity to supervise health provision at the local level.,no_risk,[],HEALTH,train,HA-T1336 - TC Abstract.pdf,2,2,"[{""page"": 2, ""w"": 595.32, ""h"": 841.92, ""rects"": [[163.12, 436.42, 340.05, 451.41], [204.05, 474.35, 466.11, 502.0], [100.93, 505.49, 523.23, 596.56]]}]"
HA_T1336_TC_Abstract_secIV_chunk0,HA_T1336_TC_Abstract,secIV,Budget,0,"Indicative Budget (US$) Activity/Component IDB Total Fund Funding Component 1. Updated Sector diagnostics and evidence- based prioritization 300,000.00 Component 2. Strengthened MSPP capacity to manage local health networks 100,000.00 Total 400,000.00 - 3 - V. Executing Agency and Execution Structure 5.1 This TC will be executed by the Inter -American Development Bank (IDB) through the Health, Nutrition and Population Division (SCL/HNP), as requested by the Ministry of Economy and Finance. The Ministry of Public Health and Population (MSPP) and the Unit to Support Health Decentralization as well as selected Departmental Health Directions will act as technical counterparts. 5.2 The proposed execution structure aligns with the Bank's TC policy (GN -2479), which exceptionally allows the Bank, upon explicit request from the beneficiary, to hire consultants for the execution of the planned tasks.",risk,"[""mental_health_and_psychosocial_support""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,3,3,"[{""page"": 3, ""w"": 595.32, ""h"": 841.92, ""rects"": [[100.92, 70.73, 326.36, 86.45], [100.91, 93.52, 523.18, 159.15], [100.91, 166.78, 523.15, 207.09], [409.97, 217.36, 497.48, 232.35]]}]"
HA_T1336_TC_Abstract_secIV_chunk1,HA_T1336_TC_Abstract,secIV,Budget,1,"The Bank's Representation in Haiti (CID/CHA) will be responsible for disbursements. Given that the inputs from this TC will inform the design of operation HA -J0012, the IDB's technical support and established networks through implementing partners on the ground are essential to providing the necessary assistance to the Government of Haiti. This will ensure the alignment of activities and results while maintaining agility in implementation.",risk,"[""primary_health_care_systems""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,3,3,"[{""page"": 3, ""w"": 595.32, ""h"": 841.92, ""rects"": [[466.53, 93.52, 503.82, 108.51], [142.36, 131.5, 180.86, 146.49], [203.64, 144.16, 247.04, 159.15], [100.91, 192.1, 523.12, 270.33], [280.3, 325.9, 322.5, 340.89]]}]"
HA_T1336_TC_Abstract_secVI_chunk0,HA_T1336_TC_Abstract,secVI,Project Risks and Issues,0,"6.1 The execution of this TC faces several risks and challenges, particularly related to: (i) security constraints, which limit the ability to conduct on-site diagnostics and implement capacity -strengthening activities in certain departments; (ii) lack of proactive engagement from key stakeholders, which may affect coordination and progress; and (iii) the worsening fragility of the context in Haiti, which may prevent consultants from carrying out activities on time and restrict the scope of the diagnosis. To address these challenges, collaboration with technical actors deployed in the country - be it specialized agencies or local or international organizations with a proven track record in the provision of technical assistance in health.",risk,"[""primary_health_care_systems""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,3,3,"[{""page"": 3, ""w"": 595.32, ""h"": 841.92, ""rects"": [[141.23, 277.79, 170.61, 293.51], [100.91, 300.58, 523.17, 416.79]]}]"
HA_T1336_TC_Abstract_secVII_chunk0,HA_T1336_TC_Abstract,secVII,Environmental and Social Aspects,0,7.1 This TC does not have applicable requirements of the Bank's Environmental and Social Policy Framework (ESPF).,risk,"[""primary_health_care_systems""]",HEALTH,train,HA-T1336 - TC Abstract.pdf,3,3,"[{""page"": 3, ""w"": 595.32, ""h"": 841.92, ""rects"": [[403.74, 166.78, 431.9, 181.77], [100.91, 424.31, 235.35, 440.04], [100.91, 449.15, 498.93, 476.8]]}]"
CKC_Suriname_863061_secII_chunk0,CKC_Suriname_863061,secII,PROJECT DESCRIPTION,0,"2.1 The Project will fund CKC's capital investme nt expansion projects and its core working capital requirements. CKC is a holding company representing one of the largest private sector groups in Suriname. It is a divers ified conglomerate with twelve different operating subsidiaries. Each subsidiaries is lis ted in the table below. Annex I provides a brief description on each of the subsidiaries. Table 1 - CKC operating subsidiaries activities Subsidiary Activity Staff Surmac Heavy equipment servicing, rental & sales 123 Vensur Cement production 46 Motors Car sales and rentals 70 Krasnapolsky Hotel operation 129 Incom/Surlab Trade and distribution of pharmaceuticals 35 BEM Concrete products and building materials 80 Alginco Sale of electrical equipment incl.",no_risk,[],INDUSTRY,train,CKC Suriname [863061].PDF,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[126.0, 489.77, 522.15, 552.51], [195.42, 559.07, 416.55, 571.23], [140.4, 579.15, 478.45, 616.9]]}]"
